       weights:                   circularity   inertiaRatio      convexity      blobColor           area
        (0-255)                           100            255            100             50             --

      FilterBy:          error    circularity   inertiaRatio      convexity      blobColor           area
                             0              1              1              1              1              1

            min              0          0.000          0.000          0.000        250.000          1.000
            max          0.300          1.100          1.100          1.100        255.000        200.000

       Targets:                   circularity   inertiaRatio      convexity      blobColor           area
                                        1.000          1.000          1.000            255             --

         blobNo     TotalError    circularity   inertiaRatio      convexity      blobColor           area       imageXpt       imageYpt
              1         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       556.5000       459.5000
              2         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       612.5000       435.5000
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       397.5556        96.2222
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       175.2222       270.4444
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       500.2222       225.4444
              6         0.4803         0.5092         0.3034         0.8416       255.0000        42.5000       185.5529       271.4039
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       512.7333       226.5333
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       117.5000       197.5000
              1         0.3472         0.5390         0.6001         0.7273       255.0000         4.0000       187.6250        92.2500
              2         0.4143         0.4624         0.5023         0.7143       255.0000         2.5000       471.1333       107.1333
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       399.4444       100.2222
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       503.2222       224.5556
              5         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       162.2593       245.8148
              6         0.4640         0.5989         0.2968         0.8511       255.0000        20.0000       450.8750        45.5000
              7         0.4753         0.6064         0.3699         0.9000       252.0000        18.0000       444.8704        37.0093
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       179.5000        93.5000
              1         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       114.5000       258.5000
              2         0.3876         0.6109         0.4286         0.8889       255.0000         8.0000       111.7708       128.5208
              3         0.4325         0.5544         0.4580         0.9437       252.0000        33.5000       494.7811        22.2935
              4         0.4387         0.6430         0.3013         0.9231       255.0000         6.0000       163.5556       245.9167
              5         0.5117         0.5060         0.2227         0.8919       255.0000        16.5000       171.0202       240.3333
              6         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       178.2667       269.5333
              7         0.5257         0.3694         0.3192         0.7119       255.0000        42.0000       189.3452       271.1429
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       168.5000       246.5000
              1         0.3007         0.5332         0.6242         0.9062       255.0000        29.0000       495.0805        22.2069
              2         0.3842         0.6987         0.4161         0.9500       254.0000         9.5000       176.5965       228.4035
              3         0.4188         0.7502         0.2685         1.0000       255.0000         7.0000       164.0000       245.0952
              4         0.5117         0.3310         0.4206         0.5625       255.0000         4.5000       189.5926        92.2593
              5         0.5292         0.4837         0.2525         0.7500       255.0000         1.5000       189.8889       279.2222
              6         0.5362         0.3429         0.2937         0.7500       255.0000         1.5000       111.4444       239.2222
              7         0.5519         0.2839         0.3483         0.5906       255.0000       125.5000       447.2563        95.6202
              0         0.0623         0.7854         1.0000         1.0000       254.0000         2.0000       601.0000       251.0000
              1         0.3292         0.7540         0.4444         1.0000       255.0000         6.0000       503.5000       261.0000
              2         0.3301         0.7798         0.4327         1.0000       255.0000         5.5000       163.3939       243.0606
              3         0.3590         0.4624         0.5651         0.8333       255.0000         2.5000       189.4667       276.6000
              4         0.3595         0.2271         0.7269         0.6542       255.0000       165.5000       445.5035        92.9285
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       504.2222       221.4444
              6         0.4470         0.4781         0.4510         0.7647       254.0000         6.5000       111.8462       126.2564
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       401.5333        97.2667
              0         0.2273         0.8001         0.6283         1.0000       255.0000         3.5000       187.9048        88.0952
              1         0.3499         0.1968         0.7623         0.6421       255.0000       174.0000       443.9674        91.0584
              2         0.4025         0.7786         0.2897         1.0000       255.0000         6.5000       161.8718       241.0513
              3         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       109.4444       234.2222
              4         0.4968         0.6079         0.2421         0.8158       255.0000        15.5000       423.2796        35.4839
              5         0.5292         0.4837         0.2525         0.7500       255.0000         1.5000       187.8889       275.2222
              6         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000       515.0000       219.6667
              7         0.5827         0.4611         0.1413         0.7857       255.0000        22.0000       168.4697       234.9091
              0         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       177.5000        87.5000
              1         0.2197         0.4373         0.8369         0.8690       255.0000        36.5000       479.0731        23.2877
              2         0.4141         0.4646         0.4724         0.7895       255.0000         7.5000       499.5556       257.1333
              3         0.4211         0.5345         0.4357         0.7778       255.0000         7.0000       160.5476       240.1429
              4         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       107.6667       240.0000
              5         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       500.5000       217.4167
              6         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       175.5000       264.5000
              7         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       513.5000       218.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         2.0000       499.0000       218.0000
              1         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       564.5000       463.5000
              2         0.1308         0.8636         0.8053         0.9726       255.0000        35.5000       477.2864        23.0282
              3         0.3122         0.8061         0.4577         1.0000       255.0000         5.0000       159.5000       241.1333
              4         0.3534         0.5701         0.4911         0.9429       255.0000        33.0000       490.8485        16.2778
              5         0.3773         0.6474         0.4401         0.8750       255.0000         3.5000       106.2381       223.1905
              6         0.4690         0.5359         0.3186         0.8333       255.0000         5.0000       185.0333        86.8333
              7         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       174.5000       265.5000
              0         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       610.5000       433.5000
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       467.5556       103.2222
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       173.2222       267.4444
              3         0.4400         0.6224         0.3193         0.8911       255.0000        45.0000       183.6296       268.2296
              4         0.5246         0.4031         0.3421         0.6250       255.0000         5.0000       183.7667        88.6000
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       509.5000       221.5000
              6         0.5633         0.4963         0.1691         0.7778       255.0000         3.5000       158.3333       243.3810
              7         0.5829         0.5390         0.1833         1.0000       251.0000         2.0000       593.5000       250.5833
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       183.5000       278.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       495.5000       222.5000
              2         0.2819         0.7052         0.5844         0.9313       255.0000        61.0000       436.8142        93.1257
              3         0.3686         0.7398         0.5333         0.8889       252.0000         8.0000       105.5000       127.2500
              4         0.3702         0.4624         0.5896         0.7143       255.0000         5.0000       182.9333        90.2000
              5         0.4928         0.5549         0.2770         0.8000       255.0000         6.0000       156.7500       244.8611
              6         0.5103         0.4966         0.2801         0.7624       255.0000        38.5000       182.1299       269.6970
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       507.7333       223.5333
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       111.5000       195.5000
              1         0.3811         0.5359         0.5179         0.7692       255.0000         5.0000       493.1667       261.7000
              2         0.4044         0.5639         0.4541         0.7857       255.0000         5.5000       155.7576       244.0303
              3         0.4119         0.6474         0.3997         0.9032       254.0000        14.0000       537.3690       250.3214
              4         0.4141         0.4624         0.5028         0.7143       255.0000         2.5000       171.5333       268.3333
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       494.5556       221.7778
              6         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       173.0000        91.3333
              7         0.4789         0.3994         0.4271         0.6429       255.0000         4.5000       181.8148        90.7407
              0         0.3595         0.5549         0.4928         0.9231       255.0000         6.0000       181.0556        89.3611
              1         0.3666         0.6449         0.4568         0.8889       255.0000         4.0000       155.0833       242.8750
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       626.5556       247.7778
              3         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       182.0000       276.5000
              4         0.4403         0.5013         0.3771         0.8636       255.0000        28.5000       486.4269        19.3743
              5         0.5072         0.6029         0.2477         0.8539       254.0000        38.0000       180.5439       267.9868
              6         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       100.5000       204.5000
              7         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       506.5000       221.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       391.5000        96.5000
              1         0.2273         0.8001         0.6283         1.0000       255.0000         3.5000       462.9048       103.0952
              2         0.3301         0.7798         0.4327         1.0000       255.0000         5.5000       491.3939       259.9394
              3         0.3363         0.2189         0.7611         0.6918       255.0000       174.0000       435.0766        91.5977
              4         0.4115         0.3699         0.6001         0.5714       255.0000         4.0000       179.6250        88.2500
              5         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       100.6667       217.0000
              6         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       102.0000       126.5000
              7         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       153.2593       242.8148
              0         0.2995         0.8323         0.4725         1.0000       255.0000         4.5000       153.3704       243.0741
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       492.5556       221.2222
              2         0.4276         0.4192         0.5377         0.7000       254.0000         3.5000       500.3810       260.9048
              3         0.4690         0.5359         0.3186         0.8333       255.0000         5.0000       179.0333        88.8333
              4         0.4941         0.4539         0.3485         0.8125       254.0000         6.5000       491.6410       260.9487
              5         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       168.5000       267.5000
              6         0.5304         0.4015         0.2832         0.7477       255.0000        41.5000       178.7831       268.5622
              7         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000       102.0000       126.6667
              0         0.2273         0.8001         0.6283         1.0000       255.0000         3.5000       463.0952       104.9048
              1         0.3132         0.5390         0.6389         0.8000       255.0000         2.0000       494.2500       221.3333
              2         0.5150         0.3588         0.3949         0.5833       255.0000         3.5000       179.7619        89.0476
              3         0.5178         0.5003         0.2367         0.8315       255.0000        37.0000       494.4234       271.2973
              4         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       101.5000       236.0000
              5         0.5480         0.5553         0.1339         0.8857       255.0000        15.5000       451.5914        55.5269
              6         0.5528         0.4940         0.1364         0.9167       255.0000        22.0000       160.5909       236.3561
              7         0.5611         0.2951         0.2992         0.6587       255.0000        41.5000       180.0763       268.1205
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       181.5000       276.5000
              1         0.2273         0.8001         0.6283         1.0000       255.0000         3.5000       101.9048       209.9048
              2         0.3155         0.5700         0.5675         0.9394       255.0000        31.0000       486.5430        20.4194
              3         0.4218         0.4045         0.5206         0.6875       255.0000         5.5000       103.6667       124.3939
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       393.5556        96.7778
              5         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       496.0000       221.6667
              6         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       181.1852        88.7407
              7         0.4540         0.5639         0.3560         0.7857       255.0000         5.5000       154.8788       242.7879
              0         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       506.5000       295.5000
              1         0.3379         0.2047         0.7852         0.6364       255.0000       178.5000       437.6555        94.0037
              2         0.4279         0.5390         0.3333         1.0000       255.0000         2.0000       100.6667       205.3333
              3         0.4385         0.6981         0.2500         1.0000       255.0000         4.0000       181.5000        89.5000
              4         0.5106         0.4722         0.2709         0.8085       255.0000        19.0000       162.3421       237.4825
              5         0.5133         0.4283         0.2771         0.8229       255.0000        39.5000       180.6709       268.7215
              6         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       509.7333       224.4667
              7         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       170.5000       267.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       111.5000       195.5000
              1         0.3930         0.1827         0.6860         0.6336       255.0000       169.5000       438.5860        96.4857
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       498.5556       225.2222
              3         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       395.5000        96.0000
              4         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       105.1852       126.7407
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       511.5000       226.5000
              6         0.5746         0.4491         0.1292         0.8696       255.0000        20.0000       162.8250       238.2917
              7         0.5894         0.4837         0.1333         0.7500       255.0000         3.0000       183.3333        90.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       113.5000       195.5000
              1         0.4070         0.6738         0.3874         0.8333       255.0000         5.0000       104.5000       211.5000
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       500.5556       225.2222
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       183.5556       278.7778
              4         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       157.2593       244.8148
              5         0.4515         0.6474         0.3997         0.9032       252.0000        14.0000       169.6786       218.6310
              6         0.4688         0.5717         0.2966         0.8545       255.0000        23.5000       490.1560        25.2057
              7         0.4818         0.2563         0.5336         0.5000       255.0000         2.5000       183.8667        91.8667
              0         0.4115         0.3699         0.6001         0.5714       255.0000         4.0000       185.6250        90.2500
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       397.5556       100.7778
              2         0.4962         0.6430         0.1874         0.9231       255.0000         6.0000       157.8333       243.9167
              3         0.4969         0.4781         0.3128         0.7647       255.0000         6.5000       107.8974       126.0513
              4         0.5293         0.4753         0.1922         0.9118       255.0000        15.5000       165.2581       238.2903
              5         0.5389         0.2947         0.3573         0.6227       255.0000       137.0000       443.2494        97.4258
              6         0.5487         0.3071         0.3277         0.6364       255.0000        42.0000       183.6032       269.1984
              7         0.6419         0.2695         0.1459         0.6667       255.0000         1.0000       172.0000       267.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       183.5000       278.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       175.5000        91.5000
              2         0.3206         0.1877         0.8215         0.6484       255.0000       171.5000       440.6239        96.8465
              3         0.3301         0.7798         0.4327         1.0000       255.0000         5.5000       157.3939       244.0606
              4         0.4675         0.6288         0.2658         0.8824       255.0000        15.0000       461.5111        60.4444
              5         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       500.5833       225.5000
              6         0.5041         0.4978         0.2957         0.7525       255.0000        38.0000       182.0965       269.4605
              7         0.5178         0.5359         0.1753         0.9524       255.0000        20.0000       163.7833       238.3583
              0         0.1277         0.8085         0.8222         1.0000       255.0000         3.0000       183.2222       280.0000
              1         0.3166         0.4500         0.6548         0.8316       255.0000        39.5000       476.9325        32.9705
              2         0.4279         0.5390         0.3333         1.0000       255.0000         2.0000       500.3333       227.3333
              3         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       513.2667       229.4667
              4         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       180.0000        96.5000
              5         0.5271         0.5118         0.3276         0.8409       252.0000        37.0000       182.2658       270.9955
              6         0.5372         0.4287         0.2909         0.6667       255.0000         4.0000       184.6250        91.7083
              7         0.5462         0.5390         0.1775         0.8000       255.0000         2.0000       103.0000       207.2500
              0         0.3132         0.5390         0.6389         0.8000       255.0000         2.0000       502.2500       227.3333
              1         0.3722         0.6430         0.4331         0.9231       255.0000         6.0000       107.9444       127.6944
              2         0.3773         0.6474         0.4401         0.8750       255.0000         3.5000       468.8095       110.7619
              3         0.4070         0.6738         0.3874         0.8333       255.0000         5.0000       105.5000       212.5000
              4         0.4115         0.3699         0.6001         0.5714       255.0000         4.0000       185.6250        92.2500
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       185.5556       280.2222
              6         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       105.6667       245.0000
              7         0.4669         0.6430         0.2937         1.0000       253.0000         1.5000       530.7778       273.4444
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       105.5000       207.5000
              1         0.3577         0.5714         0.4722         0.9683       255.0000        30.5000       492.6175        25.3443
              2         0.3761         0.5390         0.5339         0.7500       255.0000         4.5000       186.9630        92.0370
              3         0.4073         0.7502         0.2914         1.0000       255.0000         7.0000       159.7619       245.0000
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       185.2222       278.4444
              5         0.4517         0.5383         0.3494         0.8400       255.0000        21.0000       450.6508        47.6032
              6         0.4868         0.5355         0.2904         0.8158       255.0000        15.5000       422.7312        41.2473
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       515.2667       227.5333
              0         0.3985         0.4624         0.5336         0.7143       255.0000         5.0000       185.0000       279.2667
              1         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       501.0000       226.3333
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       174.0000       269.3333
              3         0.4652         0.6474         0.2170         1.0000       255.0000         3.5000       185.9048        91.8095
              4         0.4772         0.5450         0.3258         0.7647       255.0000         6.5000       158.6410       244.8205
              5         0.5051         0.1839         0.5336         0.4545       255.0000         2.5000       105.8667       211.8667
              6         0.5065         0.6430         0.2937         1.0000       251.0000         1.5000       626.2222       253.5556
              7         0.5261         0.5427         0.1607         0.9405       255.0000        39.5000       500.9114       275.8270
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       163.5000       245.5000
              1         0.2445         0.7786         0.6026         1.0000       255.0000         6.5000       499.3333       264.1538
              2         0.2868         0.5516         0.6323         0.9375       255.0000        30.0000       491.0944        24.1667
              3         0.3472         0.5390         0.6001         0.7273       255.0000         4.0000       105.6250       210.7500
              4         0.3744         0.7127         0.4323         0.9444       254.0000         8.5000       107.7451       126.4118
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       397.5556       100.2222
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       185.5556       278.2222
              7         0.4631         0.5359         0.3302         0.8333       255.0000         5.0000       158.4000       243.8667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       101.5000       217.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       165.5000       243.5000
              2         0.3688         0.7540         0.4444         1.0000       253.0000         6.0000       501.5000       261.0000
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       502.5556       221.2222
              4         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       399.6667        93.0000
              5         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       187.5000       276.0000
              6         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       160.2593       241.8148
              7         0.5251         0.5091         0.1814         0.9268       255.0000        19.0000       167.6140       236.3509
              0         0.1791         0.4287         1.0000         0.6667       255.0000         2.0000       515.0000       220.0000
              1         0.3702         0.4624         0.5896         0.7143       255.0000         5.0000       187.9333        87.2000
              2         0.4273         0.6430         0.2937         1.0000       255.0000         3.0000       177.6667       264.7778
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       503.2222       218.5556
              4         0.4621         0.5295         0.3407         0.8182       255.0000        27.0000       493.4444        18.4630
              5         0.4669         0.6430         0.2937         1.0000       253.0000         1.5000       471.2222       102.4444
              6         0.5065         0.6430         0.2937         1.0000       251.0000         1.5000       604.7778       249.5556
              7         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       109.5000       234.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       500.5000       217.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       107.5000       221.5000
              2         0.3702         0.4624         0.5896         0.7143       255.0000         5.0000       186.9333        86.2000
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       399.5556        89.7778
              4         0.4388         0.4664         0.4298         0.7714       255.0000        27.0000       451.2531        39.2037
              5         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       160.2593       239.8148
              6         0.4784         0.5944         0.2570         0.8842       255.0000        42.0000       185.5675       264.8056
              7         0.5113         0.5854         0.1606         0.9730       255.0000        18.0000       167.7037       234.2870
              0         0.1475         0.8085         0.8222         1.0000       254.0000         3.0000       494.2222       254.0000
              1         0.4072         0.6449         0.3764         0.8889       255.0000         4.0000       183.0000       271.7500
              2         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       105.8148       120.2593
              3         0.4652         0.6474         0.2170         1.0000       255.0000         3.5000       103.8095       205.9048
              4         0.4871         0.5376         0.2722         0.8587       255.0000        39.5000       182.1266       262.5612
              5         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       508.2667       215.5333
              6         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       395.5000        92.0000
              7         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       183.5000        84.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       109.5000       187.5000
              1         0.0821         0.7854         1.0000         1.0000       253.0000         1.0000       100.5000       210.5000
              2         0.1277         0.8085         0.8222         1.0000       255.0000         3.0000       179.7778        82.0000
              3         0.2217         0.5446         0.7794         0.8983       255.0000        26.5000       472.0440        18.2138
              4         0.3076         0.6380         0.5720         0.9000       255.0000         4.5000       489.9259       250.8519
              5         0.3122         0.8061         0.4577         1.0000       255.0000         5.0000       100.8667       203.5000
              6         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       492.0000       211.6667
              7         0.4315         0.6588         0.3120         0.9167       255.0000         5.5000       153.6667       235.8485
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       156.5000       236.5000
              1         0.3301         0.7798         0.4327         1.0000       255.0000         5.5000       151.6061       235.0606
              2         0.3941         0.4986         0.5003         0.8854       254.0000        42.5000       468.9098        16.9216
              3         0.3972         0.4551         0.4769         0.8730       255.0000        27.5000       483.1818         9.8303
              4         0.4431         0.4611         0.4383         0.7333       255.0000         5.5000       177.0909        80.9697
              5         0.4477         0.5390         0.3333         1.0000       254.0000         1.0000       488.6667       210.0000
              6         0.4753         0.6474         0.2349         0.9032       255.0000        14.0000       434.6071        24.2857
              7         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       389.5000        87.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000        97.5000       115.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       485.5000       208.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         4.0000       484.0000       248.0000
              3         0.2035         0.6868         0.7543         0.9121       255.0000        41.5000       467.0080        15.2651
              4         0.3280         0.6474         0.5377         0.8750       255.0000         3.5000        96.6190       201.9048
              5         0.3761         0.5390         0.5339         0.7500       255.0000         4.5000       174.9630        80.0370
              6         0.4071         0.6430         0.3898         0.8571       255.0000         3.0000       458.6667        92.8333
              7         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       387.5556        85.7778
              0         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       456.5000        91.5000
              1         0.3601         0.4837         0.5873         0.7500       255.0000         3.0000       480.0000       247.2222
              2         0.4387         0.6430         0.3013         0.9231       255.0000         6.0000       146.5556       232.9167
              3         0.5172         0.5371         0.2372         0.7961       255.0000        41.0000       172.3577       257.7114
              4         0.5365         0.5111         0.2018         0.8148       255.0000        33.0000       481.2980       257.2475
              5         0.5417         0.5390         0.1516         0.8889       255.0000         4.0000       493.7500       208.2917
              6         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000       607.0000       232.6667
              7         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000        93.6667       215.0000
              0         0.2868         0.5516         0.6323         0.9375       255.0000        30.0000       475.0944         6.1667
              1         0.3280         0.6474         0.5377         0.8750       255.0000         3.5000       169.6190        77.9048
              2         0.3301         0.7798         0.4327         1.0000       255.0000         5.5000        96.6061       115.0606
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       171.5556       266.2222
              4         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       396.0000        96.3333
              5         0.4957         0.6449         0.2011         0.8889       255.0000         4.0000       491.3750       208.1250
              6         0.5023         0.4624         0.3066         0.7692       255.0000         5.0000       144.7000       232.0000
              7         0.5170         0.5390         0.3459         0.8182       252.0000        18.0000       405.0833        23.3148
              0         0.3090         0.7502         0.4860         1.0000       255.0000         7.0000       477.2619       246.2619
              1         0.3985         0.4624         0.5336         0.7143       255.0000         2.5000       160.1333       256.1333
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       171.5556       266.2222
              3         0.4590         0.6588         0.2574         0.9167       255.0000         5.5000       143.6667       231.9697
              4         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000        91.5000       226.0000
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       490.5000       207.5000
              6         0.5318         0.4837         0.2053         0.8571       255.0000         3.0000       168.8889        77.3889
              7         0.5422         0.4099         0.2165         0.8500       255.0000        17.0000       151.0980       226.3725
              0         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       492.5000       246.5000
              1         0.2509         0.6449         0.6860         0.8889       255.0000         4.0000        89.8333       200.7500
              2         0.3187         0.1966         0.8165         0.6622       255.0000       172.5000       424.6773        79.6106
              3         0.4014         0.3225         0.6389         0.5714       255.0000         2.0000        88.6667       195.2500
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       167.7778        77.5556
              5         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       451.6667        91.0000
              6         0.4466         0.6380         0.2968         0.9000       255.0000         4.5000       143.2593       232.8148
              7         0.4669         0.6430         0.2937         1.0000       253.0000         1.5000       578.2222       237.4444
              0         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       474.5000       239.5000
              1         0.2745         0.7946         0.5606         0.9394       255.0000        31.0000       472.8118         7.1344
              2         0.4618         0.6288         0.2801         0.8750       255.0000        21.0000       428.2381        33.4286
              3         0.4787         0.5390         0.3041         0.8182       255.0000         4.5000       142.4815       233.2222
              4         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       379.5000        86.0000
              5         0.5285         0.4096         0.2665         0.7917       255.0000        38.0000       167.9956       258.1974
              6         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       489.5000       209.5000
              7         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       167.5000        78.5000
              0         0.3122         0.8061         0.4577         1.0000       255.0000         5.0000        88.1333       201.5000
              1         0.3543         0.2697         0.7685         0.5312       255.0000         8.5000       475.4902       248.9608
              2         0.3640         0.8061         0.3551         1.0000       255.0000         5.0000       141.5000       234.0000
              3         0.4279         0.5390         0.3333         1.0000       255.0000         2.0000       476.3333       209.6667
              4         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       450.5000        93.0000
              5         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       484.5000       249.4167
              6         0.5181         0.6214         0.1765         0.8621       255.0000        12.5000       402.3467        25.4667
              7         0.5207         0.4492         0.2977         0.7123       255.0000        26.0000       430.6731        31.8397
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       451.5000        95.5000
              1         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       568.5000       440.5000
              2         0.1738         0.6430         0.8518         0.8571       255.0000         6.0000       477.1389       250.5000
              3         0.3276         0.6823         0.5203         0.8866       255.0000        43.0000       459.1628        17.0310
              4         0.3368         0.5145         0.5663         0.8906       255.0000        28.5000       473.0936        10.1111
              5         0.3617         0.6474         0.4220         1.0000       255.0000         3.5000        89.2857       202.1905
              6         0.3773         0.6474         0.4401         0.8750       255.0000         3.5000       167.7619        80.1905
              7         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       478.0000       211.3333
