       weights:                   circularity   inertiaRatio      convexity      blobColor           area
        (0-255)                           100            255            100             50             --

      FilterBy:          error    circularity   inertiaRatio      convexity      blobColor           area
                             0              1              1              1              1              1

            min              0          0.000          0.000          0.000        250.000          1.000
            max          0.300          1.100          1.100          1.100        255.000        200.000

       Targets:                   circularity   inertiaRatio      convexity      blobColor           area
                                        1.000          1.000          1.000            255             --

         blobNo     TotalError    circularity   inertiaRatio      convexity      blobColor           area       imageXpt       imageYpt
              2         0.1019         0.7854         1.0000         1.0000       252.0000         1.0000       328.5000       470.5000
              3         0.3782         0.0723         0.9000         0.2727       255.0000         3.0000       237.7778       347.5000
              4         0.3920         0.5687         0.5864         0.9062       251.0000        14.5000       299.2184       448.0115
              5         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       349.5000       323.0000
              6         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       252.0000       297.5000
              7         0.4675         0.5390         0.3333         1.0000       253.0000         1.0000       240.0000       340.3333
              0         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       255.2222       300.4444
              1         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       337.2222       331.4444
              2         0.4960         0.6298         0.1918         0.9265       255.0000        31.5000       609.1693        13.2116
              3         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       374.7333       323.4667
              4         0.5820         0.5390         0.1459         1.0000       252.0000         1.0000       421.5000       375.0000
              5         0.5987         0.5715         0.1392         1.0000       251.0000         2.5000       245.2667       395.5333
              6         0.6369         0.3531         0.1070         0.7078       255.0000        54.5000       223.2232       165.3578
              7         0.6520         0.2662         0.0268         0.9231       255.0000         6.0000       547.5000       237.4722
              0         0.3847         0.1072         1.0000         0.2500       252.0000         1.0000       459.5000       475.5000
              1         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       250.2222       340.4444
              2         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       261.5000       303.5833
              3         0.5286         0.2331         0.4250         0.5638       255.0000        53.0000       461.3050       456.7610
              4         0.5928         0.4776         0.0767         0.8832       255.0000        60.5000        34.3994       141.9394
              5         0.6399         0.2834         0.0137         1.0000       255.0000         8.5000       543.7451       237.4902
              6         0.6402         0.2668         0.1682         0.6212       255.0000        20.5000       370.9512       341.4634
              7         0.6413         0.1612         0.3333         0.5000       253.0000         1.0000       352.0000       331.3333
              0         0.2804         0.6430         0.6800         0.8571       254.0000         6.0000       259.4167       354.9444
              1         0.4210         0.7587         0.2749         0.9643       255.0000        40.5000       621.4774        14.6091
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       258.0000       303.6667
              3         0.5263         0.2291         0.4857         0.6246       253.0000       180.5000       471.0074       459.7544
              4         0.5404         0.1209         0.6699         0.2917       252.0000         3.5000       374.3333       435.3333
              5         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000       374.0000       431.3333
              6         0.5494         0.5144         0.1230         0.9474       255.0000         9.0000       544.3704       233.8704
              7         0.5587         0.4192         0.2085         0.7778       255.0000         3.5000       461.0952       395.4286
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       383.5000       433.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       615.5000        89.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       437.5000       331.5000
              3         0.3703         0.8061         0.3594         0.9574       255.0000        45.0000       383.6296       433.5889
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       613.4444        67.7778
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       457.4444       433.7778
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       264.5556       302.2222
              7         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       613.3333        63.0000
              0         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       283.5000       333.5000
              1         0.0821         0.7854         1.0000         1.0000       253.0000         1.0000       388.5000       418.5000
              2         0.4014         0.3225         0.6389         0.5714       255.0000         2.0000       265.3333       302.2500
              3         0.4308         0.4966         0.3804         0.9082       255.0000        44.5000       383.1798       433.5131
              4         0.5065         0.6430         0.2937         1.0000       251.0000         1.5000       388.5556       426.2222
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       504.5000       451.5000
              6         0.5402         0.3545         0.3696         0.6250       254.0000         2.5000       373.8667       351.3333
              7         0.5894         0.4837         0.1333         0.7500       255.0000         3.0000       277.5000       303.3333
              0         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       212.5000       100.5000
              1         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       507.3333       477.0000
              2         0.4279         0.5390         0.3333         1.0000       255.0000         2.0000       262.3333       303.3333
              3         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       477.0000       325.5000
              4         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       535.4444       366.2222
              5         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       379.5556       387.7778
              6         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       426.2222       339.5556
              7         0.4738         0.3726         0.4337         0.6786       255.0000         9.5000       501.3158       457.0877
              0         0.3590         0.4624         0.5651         0.8333       255.0000         2.5000       261.4000       306.5333
              1         0.4477         0.5390         0.3333         1.0000       254.0000         1.0000       387.3333       454.0000
              2         0.4754         0.6474         0.2458         0.8750       255.0000         3.5000       273.4762       307.7619
              3         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       289.2667       331.5333
              4         0.5230         0.5639         0.1956         0.8462       255.0000         5.5000       466.1515       399.8182
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       636.5000        44.5000
              6         0.5424         0.5390         0.1459         1.0000       254.0000         1.0000       377.5000       375.0000
              7         0.5433         0.5390         0.1833         1.0000       253.0000         2.0000       425.5000       342.5833
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000        47.5000       158.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       376.5000       355.5000
              2         0.3590         0.4624         0.5651         0.8333       255.0000         2.5000       261.5333       309.4000
              3         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       434.6667       335.0000
              4         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       535.0000       373.5000
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       273.5000       310.5000
              6         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000       473.0000       441.3333
              7         0.6001         0.2695         0.3333         0.5000       254.0000         1.0000       424.0000       339.3333
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       523.5000       469.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       460.5000       444.5000
              2         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       459.5000       339.5000
              3         0.1277         0.8085         0.8222         1.0000       255.0000         3.0000       262.0000       311.2222
              4         0.3132         0.5390         0.6389         0.8000       255.0000         2.0000       382.2500       433.3333
              5         0.3504         0.7917         0.4037         0.9592       255.0000        47.0000       381.7482       465.5000
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       380.4444       403.2222
              7         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       478.6667       441.0000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       523.5000       471.5000
              1         0.2273         0.8001         0.6283         1.0000       255.0000         3.5000       262.0952       313.0952
              2         0.3039         0.5896         0.5836         0.9375       255.0000        22.5000       451.7037       405.6519
              3         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       295.0000       311.6667
              4         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       426.2222       348.4444
              5         0.4504         0.6449         0.2909         0.8889       255.0000         4.0000       273.3750       314.2917
              6         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       222.5000       355.4167
              7         0.5047         0.2603         0.4906         0.4899       255.0000        48.5000       382.5361       352.2371
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       523.5000       473.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       378.5000       373.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       378.5000       377.5000
              3         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       380.5000       399.5000
              4         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       460.5000       448.5000
              5         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       199.5000       176.5000
              6         0.2415         0.4837         0.8222         0.7500       255.0000         3.0000       490.0000       457.7778
              7         0.3955         0.7411         0.3824         0.9362       254.0000        44.0000       379.6212       429.4962
              0         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       295.2222       315.4444
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       489.7778       461.5556
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       263.0000       316.6667
              3         0.4419         0.5489         0.3421         0.8969       255.0000        43.5000       381.1916       457.4981
              4         0.4831         0.6053         0.2292         0.9208       255.0000        46.5000       262.3333       365.0287
              5         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       466.0000       451.5000
              6         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       274.5000       317.5000
              7         0.5999         0.4287         0.1667         0.6667       255.0000         2.0000       460.0000       452.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       458.5000       454.5000
              1         0.3132         0.5390         0.6389         0.8000       255.0000         2.0000       261.3333       318.2500
              2         0.4218         0.8209         0.3133         1.0000       253.0000        43.0000       380.5000       472.5000
              3         0.5173         0.5814         0.2077         0.8269       255.0000        43.0000       260.8217       365.9884
              4         0.5462         0.5390         0.1775         0.8000       255.0000         2.0000       494.7500       458.0000
              5         0.5571         0.5954         0.1879         0.8621       253.0000        12.5000       461.6533       474.8533
              6         0.5622         0.5390         0.1459         1.0000       253.0000         1.0000       450.0000       353.5000
              7         0.5633         0.4963         0.1691         0.7778       255.0000         3.5000       273.3333       319.3810
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       460.5000       454.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       197.5000       180.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       270.5000       430.5000
              3         0.0821         0.7854         1.0000         1.0000       253.0000         1.0000       487.5000       459.5000
              4         0.3954         0.4869         0.5906         0.8600       252.0000        21.5000       289.3876       109.7364
              5         0.4244         0.7828         0.3832         0.9468       252.0000        44.5000       377.2472       437.5693
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       260.2222       319.4444
              7         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       292.7778       317.5556
              0         0.4071         0.6430         0.3898         0.8571       255.0000         3.0000       259.6667       320.1667
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       374.5556       373.2222
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       457.3333       458.0000
              3         0.5362         0.3429         0.2937         0.7500       255.0000         1.5000       197.5556       178.7778
              4         0.5424         0.5390         0.1459         1.0000       254.0000         1.0000       368.5000       361.0000
              5         0.5861         0.3225         0.1833         0.8000       255.0000         2.0000       219.5000       361.5833
              6         0.5894         0.4837         0.1333         0.7500       255.0000         3.0000       271.5000       321.3333
              7         0.6207         0.4492         0.0785         0.7662       255.0000        29.5000       234.6102       175.0565
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       468.5000       345.5000
              1         0.4652         0.2236         0.5760         0.6081       254.0000        22.5000       508.5556       418.0296
              2         0.4781         0.6981         0.2500         1.0000       253.0000         2.0000       270.0000       422.5000
              3         0.4997         0.2291         0.5873         0.5000       253.0000         3.0000       368.0000       369.7778
              4         0.5252         0.3199         0.3981         0.5629       255.0000        47.0000       379.8582       363.0461
              5         0.5812         0.3873         0.1776         0.7751       255.0000       112.0000       474.0491       474.0685
              6         0.6215         0.1612         0.3333         0.5000       254.0000         1.0000       384.3333       458.0000
              7         0.6258         0.3225         0.1833         0.8000       253.0000         2.0000       268.5000       355.4167
              0         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       385.5000       473.5000
              1         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       487.5000       477.5000
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       412.3333       355.0000
              3         0.4477         0.5390         0.3333         1.0000       254.0000         1.0000       467.0000       350.6667
              4         0.4754         0.6474         0.2458         0.8750       255.0000         3.5000       271.4762       329.7619
              5         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       259.5833       328.5000
              6         0.5362         0.3429         0.2937         0.7500       255.0000         1.5000       401.2222       351.5556
              7         0.5535         0.2018         0.4512         0.4025       255.0000        47.5000       379.8632       368.2035
              0         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       465.5000       471.5000
              1         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       376.5000       395.5000
              2         0.4754         0.6474         0.2458         0.8750       255.0000         3.5000       260.2381       332.4762
              3         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       420.0000       368.5000
              4         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       445.0000       367.5000
              5         0.5292         0.4837         0.2525         0.7500       255.0000         1.5000       292.7778       331.1111
              6         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       272.5000       333.5000
              7         0.5931         0.4340         0.0474         1.0000       255.0000         4.5000       439.2593       367.5185
              0         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       626.5000        31.5000
              1         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       424.3333       366.0000
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       421.3333       372.0000
              3         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       261.5833       336.5000
              4         0.5277         0.3460         0.3528         0.6395       255.0000        47.0000       382.3652       376.3652
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       273.5000       337.5000
              6         0.5764         0.2193         0.2424         0.8018       255.0000       176.0000       280.8883       423.0331
              7         0.5980         0.4164         0.1575         0.7118       255.0000        60.5000       241.3774       196.4050
              0         0.0821         0.7854         1.0000         1.0000       253.0000         1.0000       270.5000       414.5000
              1         0.1277         0.8085         0.8222         1.0000       255.0000         3.0000       262.0000       341.2222
              2         0.5108         0.1870         0.5504         0.3799       255.0000        34.0000       382.5686       380.1275
              3         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       273.7333       342.4667
              4         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000       458.6667       364.0000
              5         0.5671         0.2695         0.3333         0.6667       254.0000         1.0000       384.0000       371.3333
              6         0.6118         0.4045         0.1306         0.7226       255.0000        49.5000       241.6330       200.4747
              7         0.6456         0.2909         0.0322         0.9167       255.0000         5.5000       609.4848        68.7576
              0         0.1791         0.4287         1.0000         0.6667       255.0000         2.0000       361.0000       376.0000
              1         0.3811         0.5411         0.4720         0.8810       255.0000        18.5000       237.1441       204.1712
              2         0.4362         0.5715         0.3696         0.8333       255.0000         2.5000       260.1333       345.3333
              3         0.4669         0.6430         0.2937         1.0000       253.0000         1.5000       372.5556       440.2222
              4         0.4864         0.6449         0.3764         0.8889       251.0000         4.0000       371.7500       425.0000
              5         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       438.7333       379.5333
              6         0.5292         0.4837         0.2525         0.7500       255.0000         1.5000       379.2222       446.8889
              7         0.5362         0.3429         0.2937         0.7500       255.0000         1.5000       199.5556       200.7778
              0         0.4279         0.5390         0.3333         1.0000       255.0000         2.0000       257.3333       346.3333
              1         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       269.2667       347.5333
              2         0.5311         0.3106         0.3362         0.7000       255.0000         7.0000       255.7619       385.0000
              3         0.5496         0.4998         0.1970         0.7723       255.0000        39.0000       256.8504       395.4744
              4         0.5752         0.2096         0.5023         0.4545       252.0000         2.5000       367.8667       412.8667
              5         0.5869         0.2695         0.3333         0.6667       253.0000         1.0000       377.6667       467.0000
              6         0.5917         0.2127         0.2937         0.6000       255.0000         1.5000       205.5556       195.2222
              7         0.6017         0.1612         0.3333         0.5000       255.0000         1.0000       210.0000       216.3333
              0         0.1523         0.5322         0.9196         0.9038       255.0000        23.5000       286.8582       134.2837
              1         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       372.6667       408.0000
              2         0.4743         0.4837         0.3613         0.7500       255.0000         3.0000       256.3889       347.3333
              3         0.4826         0.3252         0.4720         0.5839       255.0000        40.0000       377.0042       387.2125
              4         0.4867         0.6430         0.2937         1.0000       252.0000         1.5000       368.4444       419.2222
              5         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       209.0000       217.5000
              6         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       268.5000       349.5000
              7         0.5884         0.3828         0.2102         0.6600       255.0000        82.5000       238.9475       197.4020
              0         0.0821         0.7854         1.0000         1.0000       253.0000         1.0000       270.5000       380.5000
              1         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       376.3333       441.0000
              2         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       368.4444       411.2222
              3         0.5077         0.5273         0.2600         0.7959       255.0000        39.0000       256.5171       397.3291
              4         0.5318         0.4837         0.2053         0.8571       255.0000         3.0000       268.8889       349.6111
              5         0.5473         0.2695         0.3333         0.6667       255.0000         1.0000       603.3333        63.0000
              6         0.6265         0.2695         0.3333         0.6667       251.0000         1.0000       282.0000       380.3333
              7         0.6340         0.2143         0.1833         0.6667       255.0000         2.0000       205.4167       196.5000
              0         0.4005         0.2156         0.7310         0.5479       254.0000        20.0000       499.1417       443.1500
              1         0.4071         0.6430         0.3898         0.8571       255.0000         3.0000       256.6667       349.1667
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       289.7778       347.5556
              3         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       374.5556       429.2222
              4         0.4683         0.6472         0.3221         0.9167       253.0000        16.5000       287.9293       135.4242
              5         0.4767         0.5950         0.2475         0.9167       255.0000        44.0000       256.2879       397.8144
              6         0.5094         0.5727         0.2649         0.8293       254.0000        17.0000       257.2353       165.9314
              7         0.5277         0.5295         0.1900         0.8710       255.0000        27.0000       234.8580       198.5309
              0         0.2739         0.8061         0.5336         1.0000       255.0000         2.5000       254.1333       352.1333
              1         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       266.0000       353.5000
              2         0.4669         0.6430         0.2937         1.0000       253.0000         1.5000       366.7778       447.4444
              3         0.4675         0.5390         0.3333         1.0000       253.0000         1.0000       368.6667       390.0000
              4         0.4888         0.6287         0.2064         0.9263       255.0000        44.0000       253.2197       401.1364
              5         0.5051         0.2934         0.4401         0.5833       255.0000         3.5000       423.1905       208.2381
              6         0.5352         0.3230         0.3376         0.6633       255.0000        32.5000       375.2103       391.3282
              7         0.5362         0.3429         0.2937         0.7500       255.0000         1.5000       407.4444       377.2222
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       284.5000       354.5000
              1         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       368.5000       419.5000
              2         0.3132         0.5390         0.6389         0.8000       255.0000         2.0000       252.2500       355.3333
              3         0.4477         0.5390         0.3333         1.0000       254.0000         1.0000       370.3333       442.0000
              4         0.5122         0.3944         0.3621         0.6457       255.0000        41.0000       372.9837       395.1992
              5         0.5236         0.2517         0.4260         0.5677       255.0000        88.0000       234.0095       210.4261
              6         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       264.5000       357.5000
              7         0.5424         0.5390         0.1459         1.0000       254.0000         1.0000       412.0000       391.5000
              0         0.3132         0.5390         0.6389         0.8000       255.0000         2.0000       252.3333       359.2500
              1         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       265.0000       360.5000
              2         0.5037         0.5390         0.1833         1.0000       255.0000         4.0000       422.9167       214.9167
              3         0.5195         0.4869         0.2255         0.8646       255.0000        41.5000       252.2008       408.3293
              4         0.5383         0.1075         0.6230         0.2353       254.0000         6.0000       365.8889       453.7500
              5         0.5396         0.3632         0.3674         0.6250       254.0000        22.5000       373.3111       398.1481
              6         0.5586         0.4837         0.0963         1.0000       255.0000         3.0000       193.5556       209.0000
              7         0.5915         0.2456         0.3152         0.5136       255.0000        85.0000       233.8333       213.2863
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       193.5000       216.5000
              1         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       253.5833       362.5000
              2         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       265.2667       363.5333
              3         0.5586         0.4837         0.0963         1.0000       255.0000         1.5000       421.2222       218.2222
              4         0.5606         0.4661         0.2141         0.7067       255.0000        26.5000       241.7987       169.8742
              5         0.5964         0.4363         0.0400         1.0000       255.0000         5.0000       409.5000       223.5000
              6         0.5964         0.4363         0.0400         1.0000       255.0000         5.0000       252.5000       401.5000
              7         0.5964         0.4363         0.0400         1.0000       255.0000         5.0000       601.5000        92.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       193.5000       218.5000
              1         0.3264         0.6288         0.5671         0.8269       255.0000        21.5000       486.6512       465.4264
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       253.2222       366.4444
              3         0.4362         0.5715         0.3696         0.8333       255.0000         2.5000       264.8667       367.3333
              4         0.4669         0.6430         0.2937         1.0000       253.0000         1.5000       370.5556       447.7778
              5         0.4781         0.6981         0.2500         1.0000       253.0000         2.0000       446.0000       387.5000
              6         0.4979         0.6981         0.2500         1.0000       252.0000         2.0000       618.0000        59.5000
              7         0.5071         0.5390         0.3333         1.0000       251.0000         1.0000       413.0000       401.6667
              0         0.2160         0.7206         0.7204         0.9016       255.0000        27.5000       486.2909       469.0424
              1         0.3383         0.5727         0.5724         0.8095       255.0000        17.0000       395.1765       213.7647
              2         0.4071         0.6430         0.3898         0.8571       255.0000         3.0000       252.8333       369.6667
              3         0.4567         0.2143         0.6389         0.4000       255.0000         2.0000       262.6667       475.7500
              4         0.4679         0.5390         0.3326         0.8000       255.0000         4.0000       264.6667       371.1667
              5         0.4875         0.2143         0.6389         0.4444       253.0000         2.0000       366.7500       407.6667
              6         0.4895         0.5409         0.2543         0.8889       255.0000        40.0000       252.2375       418.5125
              7         0.5189         0.4507         0.3146         0.7766       254.0000        36.5000       373.5479       408.5023
              0         0.0821         0.7854         1.0000         1.0000       253.0000         1.0000       368.5000       425.5000
              1         0.3063         0.7456         0.5341         0.8955       255.0000        30.0000       485.2833       472.5889
              2         0.3746         0.8085         0.3333         1.0000       255.0000         3.0000       253.0000       371.0000
              3         0.3822         0.8209         0.3133         1.0000       255.0000        43.0000       367.5000       451.5000
              4         0.4677         0.2143         0.6389         0.4444       254.0000         2.0000       368.2500       421.6667
              5         0.4803         0.5390         0.3010         0.8182       255.0000         4.5000       264.9259       372.0370
              6         0.4918         0.6588         0.1925         0.9167       255.0000        11.0000       394.9545       215.6515
              7         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000        42.5000       207.5833
              0         0.3841         0.7255         0.3862         0.9000       255.0000        18.0000       482.7778       472.9167
              1         0.3865         0.6738         0.4137         0.8696       255.0000        10.0000       393.8000       214.3167
              2         0.4007         0.5390         0.4942         0.7273       255.0000         4.0000       252.6250       369.5000
              3         0.4145         0.3818         0.5336         0.7143       255.0000         2.5000       637.1333        56.1333
              4         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       605.0000       156.3333
              5         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       285.2222       368.4444
              6         0.4669         0.6430         0.2937         1.0000       253.0000         1.5000       368.5556       437.7778
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       193.5333       219.2667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       483.5000       401.5000
              1         0.3457         0.6152         0.5339         0.8276       255.0000        12.0000       391.2917       212.6944
              2         0.3662         0.5703         0.5168         0.8125       255.0000        19.5000       480.3846       471.7863
              3         0.4014         0.3225         0.6389         0.5714       255.0000         2.0000       250.3333       367.7500
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       191.5556       221.7778
              5         0.4471         0.6430         0.2937         1.0000       254.0000         1.5000       486.7778       401.5556
              6         0.4962         0.6430         0.1874         0.9231       255.0000         6.0000       261.8333       369.0833
              7         0.5115         0.6083         0.1896         0.8750       255.0000        21.0000       381.5714       474.5000
              0         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       362.5000       439.5000
              1         0.1489         0.6872         0.8669         0.9000       255.0000         4.5000       246.8519       367.5185
              2         0.1708         0.7774         0.7657         0.9574       255.0000        22.5000       476.8444       472.6000
              3         0.2861         0.7689         0.5240         1.0000       255.0000         7.5000       387.1111       212.1333
              4         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       619.6667        67.0000
              5         0.4675         0.5390         0.3333         1.0000       253.0000         1.0000       369.0000       400.6667
              6         0.4957         0.6449         0.2011         0.8889       255.0000         4.0000       258.3750       369.1250
              7         0.4982         0.5894         0.2144         0.8980       255.0000        22.0000       378.4697       474.4621
              0         0.1019         0.7854         1.0000         1.0000       252.0000         1.0000       564.5000       469.5000
              1         0.2013         0.7502         0.7254         0.9333       255.0000         7.0000       243.7381       366.6429
              2         0.2088         0.8458         0.6632         0.9583       255.0000        23.0000       474.8333       471.8478
              3         0.2739         0.8061         0.5336         1.0000       255.0000         2.5000       604.8667       114.8667
              4         0.2838         0.7234         0.5709         0.9375       255.0000         7.5000       383.2889       210.3556
              5         0.3441         0.5814         0.5001         0.9556       255.0000        21.5000       268.0853       393.9690
              6         0.3777         0.4611         0.5858         0.6875       255.0000         5.5000       474.3030       394.2121
              7         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       492.7778       399.5556
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       383.5000       475.5000
              1         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       530.5000       431.5000
              2         0.1738         0.6430         0.8518         0.8571       255.0000         6.0000       241.8611       364.5000
              3         0.2013         0.7502         0.7254         0.9333       255.0000         7.0000       380.3571       208.2619
              4         0.2022         0.4837         0.9000         0.7500       255.0000         3.0000       472.5000       391.7778
              5         0.3076         0.6380         0.5720         0.9000       255.0000         4.5000       603.9259       112.8519
              6         0.3081         0.5236         0.6666         0.7708       255.0000        18.5000       472.9369       470.5766
              7         0.3168         0.6085         0.5346         0.9783       255.0000        22.5000       265.9704       391.9704
              0         0.0444         0.8574         0.9681         1.0000       255.0000         8.0000       237.6458       364.5000
              1         0.1019         0.7854         1.0000         1.0000       252.0000         1.0000       570.5000       456.5000
              2         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       232.5000       344.5000
              3         0.2029         0.6887         0.7720         0.8679       255.0000        23.0000       467.5217       469.4928
              4         0.2334         0.7324         0.6716         0.9263       255.0000       188.5000       386.1238       210.7277
              5         0.2961         0.6738         0.6069         0.8333       255.0000         5.0000       317.5000       376.3000
              6         0.3773         0.6474         0.4401         0.8750       255.0000         3.5000       261.8095       363.2381
              7         0.4273         0.6430         0.2937         1.0000       255.0000         3.0000       373.7778       208.3333
              0         0.2504         0.6887         0.6843         0.8519       255.0000        23.0000       467.5217       469.2464
              1         0.2739         0.8061         0.5336         1.0000       255.0000         2.5000       372.8667       209.1333
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       369.2222       362.5556
              3         0.4338         0.5390         0.4438         0.8889       253.0000        16.0000       244.0417       191.1146
              4         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       330.0000       375.5000
              5         0.4669         0.6588         0.3871         0.8462       252.0000         5.5000       317.6970       376.6970
              6         0.4783         0.5687         0.2891         0.8286       255.0000        14.5000       252.9770       183.2644
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       192.2667       231.4667
              0         0.2542         0.4730         0.8046         0.7414       255.0000        21.5000       466.8217       468.3023
