       weights:                   circularity   inertiaRatio      convexity      blobColor           area
        (0-255)                           200              0            100            255             --

      FilterBy:          error    circularity   inertiaRatio      convexity      blobColor           area
                             0              1              1              1              1              1

            min              0          0.050          0.050          0.050        250.000          1.000
            max          0.800          1.100          1.100          1.100        255.000        200.000

       Targets:                   circularity   inertiaRatio      convexity      blobColor           area
                                        1.000          1.000          1.000            255             --

         blobNo     TotalError    circularity   inertiaRatio      convexity      blobColor           area       imageXpt       imageYpt
              1         0.2528         0.8085         0.8222         1.0000       253.0000         3.0000       376.7778       468.0000
              2         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       520.5000        77.5000
              3         0.4253         0.6474         0.2458         0.8750       252.0000         3.5000       444.4762       466.7619
              0         0.3318         0.6449         0.2909         0.8889       253.0000         4.0000       376.3750       468.2917
              1         0.3796         0.5639         0.2841         0.7857       253.0000        11.0000       473.2727       475.8030
              2         0.3845         0.6981         0.2500         1.0000       252.0000         2.0000       444.5000       467.0000
              0         0.3137         0.6830         0.3345         0.9130       253.0000        10.5000       473.1111       475.8889
              1         0.3145         0.6872         0.3458         0.9000       253.0000         4.5000       376.6296       468.4815
              2         0.4418         0.5390         0.3333         1.0000       252.0000         2.0000       632.3333       467.6667
              3         0.4778         0.5390         0.1775         0.8000       252.0000         2.0000       444.7500       467.0000
              0         0.3382         0.6430         0.3898         0.8571       253.0000         3.0000       376.3333       468.1667
              1         0.3477         0.8001         0.6283         1.0000       252.0000         3.5000       444.0952       466.9048
              2         0.3695         0.5809         0.2660         0.8077       253.0000        10.5000       473.0794       475.8889
              0         0.2926         0.6981         0.2500         1.0000       253.0000         2.0000       376.5000       468.0000
              1         0.3124         0.6430         0.2937         1.0000       253.0000         1.5000       444.5556       467.2222
              2         0.3754         0.5516         0.3038         0.8333       253.0000         7.5000       472.7778       475.5111
              0         0.3402         0.6449         0.2716         0.8421       253.0000         8.0000       473.1875       476.0000
              1         0.3530         0.7854         1.0000         1.0000       252.0000         2.0000       445.0000       467.0000
              2         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       376.5000       468.5000
              3         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       632.5000       467.5000
              0         0.2536         0.8061         0.5336         1.0000       253.0000         2.5000       376.1333       468.1333
              1         0.3932         0.6987         0.2736         0.9500       252.0000         9.5000       473.3684       475.8596
              2         0.4418         0.5390         0.1459         1.0000       252.0000         1.0000       444.5000       467.0000
              3         0.6261         0.2774         0.2937         0.5000       252.0000         1.5000       632.7778       467.4444
              0         0.2926         0.6981         0.2500         1.0000       253.0000         2.0000       376.5000       468.0000
              1         0.3124         0.6430         0.2937         1.0000       253.0000         1.5000       444.5556       466.7778
              2         0.3345         0.6588         0.4696         0.8462       253.0000        11.0000       473.2727       475.5909
              3         0.4075         0.4624         0.1210         0.8333       253.0000         2.5000       632.2667       467.3333
              0         0.2611         0.7854         1.0000         1.0000       253.0000         1.0000       444.5000       466.5000
              1         0.2725         0.5989         0.6096         0.8000       254.0000        10.0000       472.9500       475.1500
              2         0.3382         0.6430         0.3898         0.8571       253.0000         3.0000       376.3333       468.1667
              0         0.2133         0.7187         0.5814         0.8889       254.0000        12.0000       473.1250       475.6250
              1         0.2558         0.8001         0.6283         1.0000       253.0000         3.5000       376.9048       468.0952
              2         0.2558         0.8001         0.6283         1.0000       253.0000         3.5000       444.0952       466.9048
              3         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       520.5000        74.5000
              0         0.2426         0.6588         0.4696         0.8462       254.0000        11.0000       473.2727       475.5909
              1         0.3334         0.6474         0.2458         0.8750       253.0000         3.5000       376.5238       468.2381
              2         0.4418         0.5390         0.1459         1.0000       252.0000         1.0000       444.5000       467.0000
              0         0.2512         0.8131         0.3303         1.0000       253.0000        12.5000       472.8533       475.7467
              1         0.3124         0.6430         0.2937         1.0000       253.0000         1.5000       444.5556       466.7778
              2         0.3845         0.6981         0.2500         1.0000       252.0000         2.0000       376.5000       468.0000
              3         0.4778         0.5390         0.1775         0.8000       252.0000         2.0000       633.0000       467.7500
              0         0.3109         0.6474         0.4220         1.0000       253.0000         3.5000       376.1905       468.2857
              1         0.3142         0.6916         0.3113         0.8929       253.0000        12.5000       473.1867       475.5467
              2         0.3455         0.8061         0.5336         1.0000       252.0000         2.5000       444.1333       467.1333
              3         0.4418         0.5390         0.3333         1.0000       252.0000         2.0000       632.3333       467.6667
              0         0.1801         0.7744         0.4532         0.9615       254.0000        12.5000       473.2667       475.8533
              1         0.5068         0.4837         0.3613         0.7500       252.0000         3.0000       376.6111       468.3333
              0         0.2536         0.8061         0.5336         1.0000       253.0000         2.5000       632.1333       467.1333
              1         0.3334         0.6474         0.4401         0.8750       253.0000         3.5000       376.1905       468.2381
              2         0.3382         0.6430         0.4903         0.8571       253.0000        12.0000       473.3611       475.8750
              0         0.3137         0.6830         0.3991         0.9130       253.0000        10.5000       472.6825       475.4603
              1         0.3447         0.8085         0.8222         1.0000       252.0000         3.0000       376.7778       468.0000
              2         0.3455         0.8061         0.5336         1.0000       252.0000         2.5000       444.8667       466.8667
              0         0.2205         0.6430         0.2937         1.0000       254.0000         1.5000       444.5556       466.7778
              1         0.3230         0.4837         0.9000         0.7500       254.0000         3.0000       376.7778       468.5000
              2         0.3514         0.6064         0.1863         0.8571       253.0000         9.0000       473.0000       475.8333
              3         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       632.5000       467.5000
              0         0.2442         0.8323         0.4376         1.0000       253.0000         9.0000       473.1111       475.3148
              1         0.2528         0.8085         0.8222         1.0000       253.0000         3.0000       376.2222       468.0000
              2         0.3455         0.8061         0.5336         1.0000       252.0000         2.5000       444.1333       467.1333
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
              0         0.2611         0.7854         1.0000         1.0000       253.0000         1.0000       376.5000       468.5000
              1         0.3800         0.7398         0.3009         0.9412       252.0000         8.0000       472.8333       475.8750
              2         0.5068         0.4837         0.2525         0.7500       252.0000         1.5000       444.2222       466.8889
              3         0.5799         0.3225         0.3333         0.6667       252.0000         2.0000       522.6667        90.3333
              4         0.6157         0.1348         0.0519         0.3333       253.0000         1.0000       633.0000       468.0000
              0         0.1639         0.8001         0.6283         1.0000       254.0000         3.5000       376.9048       468.0952
              1         0.3124         0.6430         0.2937         1.0000       253.0000         1.5000       632.5556       467.7778
              2         0.3460         0.6179         0.1944         0.8636       253.0000         9.5000       472.8070       475.5088
              0         0.2892         0.5359         0.1717         0.8333       254.0000         5.0000       474.0000       477.3333
              1         0.5071         0.2695         0.3333         0.6667       253.0000         1.0000       377.6667       470.0000
              0         0.3177         0.6738         0.2487         0.9091       253.0000         5.0000       473.5000       474.6333
              1         0.3845         0.6981         0.2500         1.0000       252.0000         2.0000       377.5000       468.0000
              2         0.4418         0.5390         0.1459         1.0000       252.0000         1.0000       446.0000       466.5000
              0         0.3499         0.5390         0.3333         1.0000       253.0000         1.0000       377.0000       468.6667
              1         0.4555         0.5809         0.2281         0.8400       252.0000        10.5000       473.3175       476.2222
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       376.5000       467.5000
              1         0.4043         0.6430         0.2937         1.0000       252.0000         1.5000       344.2222         1.4444
              2         0.4778         0.5390         0.3163         0.8000       252.0000         8.0000       473.4375       474.7917
              3         0.5990         0.2695         0.3333         0.6667       252.0000         1.0000       445.0000       466.3333
              0         0.1908         0.7255         0.2143         1.0000       254.0000         9.0000       472.1111       475.7037
              1         0.2611         0.7854         1.0000         1.0000       253.0000         1.0000       375.5000       468.5000
              2         0.4418         0.5390         0.3333         1.0000       252.0000         1.0000       444.0000       467.3333
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       376.5000       470.5000
              1         0.4418         0.5390         0.3333         1.0000       252.0000         2.0000       472.6667       477.3333
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       526.5000        99.5000
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
              0         0.4043         0.6430         0.2937         1.0000       252.0000         1.5000       122.4444       289.2222
              1         0.5750         0.2143         0.2500         0.4000       253.0000         2.0000       116.5000       374.0000
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       380.5000       464.5000
              1         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       406.5000       460.5000
              2         0.4043         0.6430         0.2937         1.0000       252.0000         1.5000       558.7778       394.4444
              3         0.4801         0.5149         0.7103         0.8358       252.0000        28.0000       366.6071       468.4345
              4         0.6238         0.2563         0.0601         0.5556       252.0000         5.0000       392.8000       460.3667
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
              0         0.4241         0.6380         0.5720         0.9000       252.0000         4.5000       395.9259        12.8519
              1         0.5162         0.2774         0.0742         0.6000       253.0000         1.5000       224.6667        95.4444
              2         0.5360         0.3570         0.3519         0.8411       252.0000        45.0000       231.6852       347.1667
              3         0.5575         0.3429         0.2937         0.7500       252.0000         1.5000       224.2222        70.5556
              0         0.2425         0.4192         0.0639         0.8158       255.0000        31.0000       158.3387       439.3602
              1         0.3124         0.6430         0.2937         1.0000       253.0000         1.5000       204.7778       323.4444
              2         0.3319         0.5890         0.1111         1.0000       253.0000         3.0000       205.5000       312.5000
              3         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       170.5000       312.5000
              4         0.3785         0.5332         0.3514         0.8529       253.0000        29.0000       410.7069       290.4483
              5         0.4253         0.6474         0.4341         0.8750       252.0000         7.0000       181.8333       322.0476
              6         0.4693         0.5390         0.4285         0.8475       252.0000        25.0000       402.4733       265.0400
              7         0.4990         0.4585         0.4031         0.8434       252.0000        35.0000       390.0143       260.8714
              8         0.5390         0.4192         0.5377         0.7000       252.0000         3.5000       448.3810       418.0952
              9         0.5978         0.1369         0.1082         0.4286       253.0000         7.5000       196.7778       321.9556
              0         0.2076         0.4964         0.1339         0.8548       255.0000        26.5000       323.0314       457.8365
              1         0.2611         0.7854         1.0000         1.0000       253.0000         1.0000       494.5000       359.5000
              2         0.2861         0.3336         0.2260         0.7449       255.0000        90.5000       582.7053       474.8232
              3         0.2906         0.2900         0.0931         0.8071       255.0000       169.5000       634.7119       422.9105
              4         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       584.5000       466.5000
              5         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       566.5000       468.5000
              6         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       562.5000       477.5000
              7         0.3541         0.6009         0.5075         0.8529       253.0000        14.5000       569.0920       476.2299
              8         0.4339         0.2371         0.1056         0.6278       254.0000        83.5000       490.9042       303.3772
              9         0.4601         0.5715         0.3696         0.8333       252.0000         2.5000       427.1333       440.6667
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000         6.5000       341.5000
              1         0.5471         0.2189         0.0719         0.5455       253.0000        18.0000       387.3056       228.8519
              0         0.2921         0.3220         0.0810         0.7348       255.0000       145.5000       297.2474       193.9565
              1         0.4238         0.5890         0.1111         1.0000       252.0000         3.0000       245.5000         4.5000
              2         0.5575         0.3429         0.2937         0.7500       252.0000         1.5000       503.7778       234.4444
              0         0.3732         0.2190         0.0932         0.4906       255.0000        13.0000       306.2949       271.1923
              1         0.4423         0.2148         0.0578         0.6258       254.0000       102.0000       325.1258       260.0915
              0         0.1985         0.4821         0.1814         0.9340       255.0000       134.5000       332.6357         4.4052
              1         0.2796         0.3694         0.1223         0.7094       255.0000       177.0000       240.8795       372.0942
              2         0.4193         0.2402         0.0828         0.7025       254.0000        98.0000       308.9286        30.3793
              3         0.5488         0.3596         0.0695         0.7647       252.0000         6.5000       163.8205        41.5897
              0         0.2022         0.5390         0.1775         0.8000       255.0000         2.0000       467.0000         4.7500
              1         0.2101         0.4714         0.2486         0.8909       255.0000        49.0000       357.0884         3.2279
              2         0.3319         0.5890         0.1111         1.0000       253.0000         3.0000       512.5000       267.5000
              3         0.3733         0.3348         0.0690         0.7688       254.0000        61.5000       426.0786         5.3848
              4         0.3899         0.2096         0.0733         0.4167       255.0000         2.5000       457.3333        11.7333
              5         0.3984         0.3369         0.1557         0.6250       254.0000        10.0000       409.6500        19.3500
              6         0.4261         0.1072         0.0550         0.4211       255.0000         4.0000       545.5000       268.5000
              7         0.4435         0.4043         0.0796         0.7500       253.0000         6.0000       459.8889       278.3889
              8         0.5071         0.2695         0.1459         0.6667       253.0000         1.0000       390.0000       356.5000
              9         0.5074         0.2774         0.0649         0.6490       253.0000        49.0000       394.9728        29.2211
              0         0.0604         0.8323         0.4725         1.0000       255.0000         9.0000       126.2963       216.5556
              1         0.0927         0.7786         0.5127         0.9286       255.0000         6.5000       334.4872        44.7436
              2         0.1127         0.6872         0.1821         1.0000       255.0000         4.5000       570.3704       266.6296
              3         0.1286         0.6430         0.2937         1.0000       255.0000         3.0000       305.2222        21.6667
              4         0.1661         0.5390         0.1459         1.0000       255.0000         1.0000       580.0000       264.5000
              5         0.1799         0.5390         0.3009         0.9237       255.0000        60.5000       366.6942         3.6584
              6         0.1841         0.5390         0.1232         0.9000       255.0000         9.0000       133.6667       220.9444
              7         0.1844         0.5715         0.3696         0.8333       255.0000         2.5000       249.1333        63.3333
              8         0.2780         0.4837         0.0963         1.0000       254.0000         1.5000        61.7778       269.7778
              9         0.4043         0.1394         0.0612         0.4771       255.0000        36.5000       119.4155       272.1096
              0         0.2327         0.4193         0.0567         0.8699       255.0000        53.5000       385.7103         6.2212
              1         0.2395         0.6392         0.2898         0.9024       254.0000        18.5000       307.2072       377.3514
              2         0.2451         0.3879         0.0616         0.8639       255.0000       146.0000       439.4566       296.4155
              3         0.2996         0.4791         0.0884         0.8889       254.0000         8.0000       168.8958       135.1458
              4         0.3157         0.4624         0.0873         0.8333       254.0000         2.5000       145.7333       242.9333
              5         0.3327         0.4644         0.2545         0.7349       254.0000        30.5000       386.0492        18.5519
              6         0.3499         0.5390         0.1459         1.0000       253.0000         1.0000       150.0000       240.5000
              7         0.5033         0.2563         0.0873         0.7143       253.0000         2.5000       328.7333        78.9333
              8         0.6210         0.2418         0.0819         0.6000       252.0000         3.0000       114.5000       266.5000
              0         0.1945         0.7239         0.2759         0.9828       254.0000        28.5000       297.7076         2.9357
              1         0.5575         0.3429         0.2937         0.7500       252.0000         1.5000       288.5556        10.2222
              0         0.1528         0.6455         0.5434         0.8608       255.0000       136.0000        77.7463       119.3039
              1         0.3299         0.4182         0.0593         0.8426       254.0000        83.0000        66.8474       100.1627
              2         0.4618         0.5390         0.1288         0.8889       252.0000         4.0000       140.2500        58.6250
              0         0.1550         0.6288         0.1769         0.8824       255.0000         7.5000        50.8889       104.3556
              1         0.2318         0.4528         0.1275         0.8077       255.0000        42.0000        41.7143        89.0159
              2         0.2926         0.6981         0.2500         1.0000       253.0000         2.0000       124.0000         5.5000
              0         0.0764         0.8160         0.5846         0.9440       255.0000        59.0000        20.9040        86.1215
              1         0.1661         0.5390         0.1459         1.0000       255.0000         1.0000        85.0000        36.5000
              2         0.1861         0.4837         0.0963         1.0000       255.0000         1.5000       116.2222        34.2222
              3         0.1887         0.5093         0.1160         0.9341       255.0000       120.5000         7.3859       101.1425
              4         0.2165         0.4287         0.0504         0.9412       255.0000         8.0000        38.2500       110.6875
              5         0.2311         0.4837         0.2525         0.7500       255.0000         1.5000         8.8889       113.7778
              6         0.3633         0.1888         0.0553         0.6061       255.0000        10.0000       100.8000        19.9000
              0         0.0372         0.9021         0.7289         0.9892       255.0000        46.0000        18.1196        74.6558
              1         0.1480         0.6449         0.2011         0.8889       255.0000         4.0000       320.6250       182.1250
              2         0.1887         0.5226         0.1403         0.9074       255.0000        73.5000         5.5079        88.3605
              3         0.2205         0.6430         0.2937         1.0000       254.0000         1.5000       327.5556       178.2222
              0         0.0548         0.8531         0.4277         0.9898       255.0000        48.5000         9.2852        61.0893
              1         0.1140         0.7155         0.5360         0.9362       255.0000        22.0000       635.5152       418.8485
              2         0.1700         0.5714         0.2655         0.9138       255.0000        53.0000        67.0409         3.8208
              3         0.3228         0.4646         0.3636         0.7895       254.0000         7.5000         2.0000        70.9556
              4         0.4129         0.1209         0.0939         0.4667       255.0000         7.0000       312.1429       174.2143
              0         0.0966         0.7500         0.6489         0.9636       255.0000        26.5000         3.1824        58.9371
              1         0.1580         0.5869         0.2431         0.9492       255.0000        28.0000        58.4881         2.8393
              2         0.1688         0.5664         0.1810         0.9302       255.0000        60.0000       632.6250       415.4222
              3         0.1841         0.5390         0.1358         0.9000       255.0000         4.5000       306.8148       172.0370
              0         0.2306         0.4325         0.0906         0.8553       255.0000        65.0000        62.5282         6.2128
              1         0.3433         0.2396         0.0509         0.6154       255.0000         4.0000        80.5000         2.6250
              2         0.5291         0.2418         0.0909         0.6000       253.0000         3.0000        48.3333         3.3333
              0         0.1490         0.6276         0.2145         0.9178       255.0000        33.5000        45.4229         3.7811
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
              0         0.2721         0.3311         0.0865         0.8277       255.0000       185.0000       626.9676         4.7694
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
              0         0.4301         0.5715         0.1392         1.0000       252.0000         2.5000       193.7333         1.4667
              1         0.6684         0.1534         0.1252         0.5135       252.0000         9.5000       180.1228         1.9123
              0         0.3845         0.6981         0.2500         1.0000       252.0000         2.0000       178.5000        83.0000
              1         0.4418         0.5390         0.1459         1.0000       252.0000         1.0000       179.0000        66.5000
              2         0.5071         0.2695         0.1459         0.6667       253.0000         1.0000       155.0000        62.5000
              3         0.5176         0.4287         0.1097         0.8000       252.0000         2.0000       178.9167        70.5000
              4         0.6449         0.1940         0.0730         0.5625       252.0000         4.5000       127.2593         1.5556
              0         0.2059         0.4968         0.3260         0.8639       255.0000        73.0000       125.9954         4.1256
              1         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       120.5000       125.5000
              2         0.3845         0.6981         0.2500         1.0000       252.0000         2.0000       104.5000        77.0000
              3         0.4171         0.4614         0.4096         0.7826       253.0000         9.0000       176.2778       152.2963
              4         0.5071         0.2695         0.3333         0.6667       253.0000         1.0000       186.3333        75.0000
              5         0.5207         0.4781         0.4101         0.6842       252.0000         6.5000       102.6667        90.9744
              0         0.3125         0.3217         0.4667         0.6219       255.0000        88.0000       126.1155         5.1705
              1         0.4238         0.5890         0.1111         1.0000       252.0000         3.0000       186.5000        75.5000
              2         0.5179         0.4611         0.4327         0.7333       252.0000         5.5000       118.0606        13.6061
              3         0.5548         0.3706         0.0921         0.7097       252.0000        11.0000       176.2273       152.3636
              4         0.5911         0.3320         0.2810         0.5854       252.0000        12.0000       101.7917        87.9722
              5         0.6749         0.1839         0.1884         0.4167       252.0000         2.5000       104.7333        94.2667
              6         0.7392         0.1025         0.2500         0.2222       252.0000         2.0000       150.5000       158.0000
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       100.5000        68.5000
              1         0.4512         0.3893         0.1958         0.7371       253.0000        71.5000       103.0723        89.8182
              2         0.5094         0.3023         0.4482         0.5882       253.0000        35.0000       153.3190       156.4238
              3         0.5949         0.2927         0.2131         0.6429       252.0000         4.5000       127.3704       138.3704
              4         0.5990         0.2695         0.1459         0.6667       252.0000         1.0000       192.5000        79.0000
              5         0.6312         0.0873         0.3442         0.3423       253.0000        19.0000       105.7719        73.9912
              0         0.3028         0.3237         0.2607         0.6719       255.0000        64.5000       103.0620        89.6589
              1         0.4892         0.3310         0.4725         0.6429       253.0000         4.5000       126.3704       137.9259
              2         0.5592         0.2013         0.1522         0.5137       253.0000        37.5000       153.8222       155.8889
              3         0.5990         0.2695         0.1459         0.6667       252.0000         1.0000       123.0000       129.5000
              4         0.6414         0.0811         0.3042         0.2982       253.0000        25.5000       104.4837        75.0327
              5         0.7168         0.1258         0.2937         0.3000       252.0000         1.5000       124.7778       132.4444
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       190.5000       123.5000
              1         0.4212         0.4675         0.3117         0.7471       253.0000        65.0000       102.9615        89.7103
              2         0.4553         0.5885         0.2519         0.8261       252.0000         9.5000       126.2982       137.6140
              3         0.5990         0.2695         0.3333         0.6667       252.0000         1.0000       101.0000        79.6667
              4         0.6110         0.1281         0.1575         0.3725       253.0000        28.5000       152.4971       156.2222
              0         0.1986         0.5147         0.2148         0.8684       255.0000        66.0000       102.9672        90.0732
              1         0.3447         0.8085         0.8222         1.0000       252.0000         3.0000       190.7778        75.0000
              2         0.3845         0.6981         0.2500         1.0000       252.0000         2.0000       156.5000       147.0000
              3         0.4681         0.3596         0.3786         0.7027       253.0000        52.0000       152.5000       156.4583
              4         0.5922         0.3215         0.2883         0.6000       252.0000         3.0000       128.0000       135.2222
              5         0.6981         0.1612         0.3333         0.3333       252.0000         1.0000       105.6667        78.0000
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       126.5000       137.5000
              1         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       112.5000        74.5000
              2         0.5032         0.1088         0.0524         0.5000       254.0000       109.0000       104.8333        83.5902
              3         0.6377         0.2246         0.0640         0.5417       252.0000         6.5000       156.9487       150.2051
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       166.5000       118.5000
              1         0.3891         0.3349         0.1674         0.6807       254.0000        56.5000       104.1416        90.6608
              2         0.5068         0.4837         0.0872         0.7500       252.0000         3.0000       125.5000       132.0000
              3         0.5415         0.2365         0.5027         0.5417       253.0000        32.5000       105.3641        72.4462
              4         0.5733         0.1769         0.2180         0.4845       253.0000        39.0000       153.7821       156.5556
              5         0.6290         0.2695         0.1111         0.5000       252.0000         1.0000       192.3333       105.0000
              6         0.7662         0.0674         0.0519         0.1429       252.0000         1.0000       125.0000       136.0000
              0         0.4226         0.4624         0.2431         0.7500       253.0000        45.0000       154.1778       155.6111
              1         0.4997         0.3234         0.4265         0.6000       253.0000         7.5000       105.6889        69.7778
              2         0.5558         0.1953         0.1155         0.5447       253.0000        70.0000       105.7714        87.8214
              0         0.3156         0.4791         0.3028         0.8000       254.0000         8.0000       106.4792        68.8958
              1         0.5034         0.4716         0.5026         0.7930       252.0000        90.0000       106.8926        90.5130
              2         0.5068         0.4837         0.2005         0.7500       252.0000         3.0000       159.3333       143.1667
              3         0.6122         0.3043         0.4801         0.5238       252.0000         5.5000       126.3333       136.7576
              4         0.6290         0.2695         1.0000         0.5000       252.0000         1.0000       152.5000       149.5000
              0         0.5006         0.3015         0.2186         0.6387       253.0000        38.0000       154.8640       155.7368
              1         0.5438         0.4149         0.2669         0.6818       252.0000         7.5000       127.8667       136.2889
              2         0.5759         0.3545         0.3696         0.6250       252.0000         2.5000       156.6667       147.1333
              3         0.5799         0.3225         0.0831         0.6667       252.0000         2.0000       179.7500       161.5833
              0         0.3124         0.6430         0.2937         1.0000       253.0000         1.5000       164.4444       135.2222
              1         0.4043         0.6430         0.2937         1.0000       252.0000         1.5000       184.4444       147.2222
              2         0.4865         0.3355         0.5613         0.6489       253.0000        61.0000       106.1612        89.7650
              3         0.5388         0.3962         0.6332         0.7474       252.0000        35.5000       154.8028       154.8685
              4         0.6135         0.1216         0.3849         0.3721       253.0000        24.0000       107.2986        75.1111
              5         0.6311         0.2490         0.1207         0.5294       252.0000         4.5000       128.2963       136.0370
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       126.5000       132.5000
              1         0.3990         0.5390         0.6001         0.7273       253.0000         4.0000       106.3750        69.7500
              2         0.4238         0.5890         0.1111         1.0000       252.0000         3.0000       159.5000       150.5000
              3         0.5575         0.3429         0.2937         0.7500       252.0000         1.5000       126.7778       138.4444
              4         0.5990         0.2695         0.3333         0.6667       252.0000         1.0000       154.6667       144.0000
              5         0.6306         0.2284         0.2733         0.5735       252.0000        60.5000       105.5620        90.7934
              6         0.7020         0.1383         0.5028         0.3571       252.0000         2.5000       154.5333       153.3333
              0         0.3637         0.5690         0.1448         0.8636       253.0000        19.0000       171.2368        32.5263
              1         0.3682         0.5715         0.3696         0.8333       253.0000         2.5000       126.6667       132.8667
              2         0.5045         0.2942         0.2343         0.6316       253.0000        30.0000       153.6778       156.4000
              3         0.6197         0.2716         0.4568         0.5472       252.0000        14.5000       157.1954       145.6782
              0         0.3014         0.6987         0.4161         0.9500       253.0000         9.5000       169.5965        25.4035
              1         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       112.5000        92.5000
              2         0.5947         0.2839         0.2073         0.6618       252.0000        45.0000       105.8333        90.1630
              3         0.6691         0.1514         0.1677         0.5134       252.0000        48.0000       155.8507       152.1285
              0         0.4043         0.6430         0.2937         1.0000       252.0000         1.5000       158.2222       146.4444
              1         0.4887         0.3537         0.5970         0.6000       253.0000        13.5000       105.9383        71.0370
              2         0.5980         0.1273         0.1697         0.4467       253.0000        54.5000       105.6086        89.2599
              3         0.6258         0.2335         0.2458         0.5899       252.0000        41.0000       154.4553       155.1829
              0         0.2611         0.7854         1.0000         1.0000       253.0000         1.0000       104.5000        74.5000
              1         0.4050         0.2704         0.2127         0.7214       254.0000        72.5000       105.4046        88.8000
              2         0.4290         0.4624         0.2198         0.7143       253.0000        10.0000       105.9000        70.3667
              3         0.5061         0.4716         0.5560         0.7778       252.0000         7.0000       109.3571        75.1190
              4         0.5184         0.4837         0.5312         0.6857       252.0000        12.0000       156.7917       145.4167
              5         0.5969         0.2985         0.5182         0.6204       252.0000        33.5000       154.5473       154.4726
              6         0.6588         0.2096         0.3696         0.4545       252.0000         2.5000       126.6667       132.8667
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       112.5000        95.5000
              1         0.5575         0.3429         0.2937         0.7500       252.0000         1.5000       110.4444        85.7778
              2         0.6121         0.2543         0.6444         0.6241       252.0000        44.0000       154.0909       155.6553
              0         0.3977         0.5240         0.3854         0.7647       253.0000        13.0000       106.1795        70.8462
              1         0.4018         0.6738         0.1807         0.9524       252.0000        10.0000       177.6000       159.4500
              2         0.4763         0.5411         0.4938         0.8043       252.0000        18.5000       169.8288        16.3153
              3         0.5065         0.2832         0.1814         0.6429       253.0000        49.5000       106.1347        89.8721
